,Open,High,Low,Close,Adj Close,Volume
2022-02-09,155.14474436961547,155.15096089555286,154.15274204541015,154.66682209993013,154.49585112836192,3106692
2022-02-10,154.5748489129443,154.23997257293604,153.01247806325182,151.37812198331181,153.7945737485243,2589228
2022-02-11,153.86226621109049,153.72539813775396,153.09616823759796,153.17808232407324,153.71118624893776,4543555
2022-02-14,151.77604225696913,155.28442465087778,152.75951012369384,154.63215508307917,153.00777302447895,3649103
2022-02-15,157.40191431365744,158.8416320040511,156.6174390964273,157.53746304212862,157.21232939349684,2100567
2022-02-16,159.08493159187373,157.7951878909757,156.69415463441092,157.86475175685226,157.68533494402098,3285903
2022-02-17,155.62248506185105,157.19956257108154,155.91550580914748,157.89069346282454,156.06991308610918,4512054
2022-02-18,158.55561816160392,158.79331683324284,157.99380557858976,157.94440301865217,158.21500291031555,4832065
2022-02-21,156.25953765510633,157.1838734551134,156.08359472681545,157.53513602330762,156.27331561037352,1618992
2022-02-22,158.56342059693026,158.06190744802933,156.00465538816772,157.32034977554935,157.191042800383,1049115
2022-02-23,153.09391645963007,155.38366373227353,153.53534971869908,154.15175001608247,153.77170255262345,4498879
2022-02-24,152.76886232683447,152.9650350821373,150.42991045014628,150.39802559896359,151.6153304548266,3840735
2022-02-25,152.13404229819503,152.83867026837123,152.1101604343113,152.0270061317366,152.50905292656483,4337690
2022-02-28,153.79184013304817,154.9340132263559,153.71556086943903,153.0884678537118,154.48598608655567,1721747
2022-03-01,155.43858272197886,157.45282072326577,154.65195237821865,155.23347757071028,155.3287226489356,2197719
2022-03-02,155.93988300216665,157.03113465662102,155.07878643654558,155.9878284280754,155.59742608415914,2763211
2022-03-03,157.40674829948998,156.96060844849964,154.87051196981847,154.3851805878891,155.49521869298056,3038449
2022-03-04,153.3577122911144,153.34128037834628,152.28627209421302,155.08735363493054,153.0381747122457,1536226
2022-03-07,152.29176435730565,153.26498712538137,151.1215872174192,152.37659231454822,152.09848629545627,4049851
2022-03-08,153.27335169743836,152.71720119336655,150.98178712364674,151.73500433912193,151.67720875353672,3450976
2022-03-09,154.89250715018608,155.29207348654748,154.24988310843202,155.06111095732015,154.29145320597453,2052576
2022-03-10,154.83441460494353,157.90853751376545,153.45828782142937,154.64976170424555,155.47868978511147,3823100
2022-03-11,153.80857985969416,154.4023420699872,151.7127351979226,152.61608695355343,152.45260947438598,3984626
2022-03-14,152.86115864374625,154.16454385529863,151.89569074393188,152.883911192818,153.6007774131756,2404330
2022-03-15,152.68136557400922,156.8988181517028,151.94770841787815,154.88929276243192,153.33061285234294,1251492
2022-03-16,151.62824815234313,152.8333009416751,151.34016408002648,151.41812950233395,152.47676885173104,2548098
2022-03-17,153.2638764011348,154.43841769153423,153.74315410583534,154.26328688871996,154.20012142941277,1491072
2022-03-18,157.0952937692445,157.32983950918035,156.64912869253658,157.09143625955645,156.76212047440467,2086880
2022-03-21,158.86677854809352,159.34620280932177,157.8997456624481,159.51950645704477,159.12468071263706,1504999
2022-03-22,154.46807645255524,158.7749037025296,157.8572933935821,157.36501049310897,157.9462456661918,1331593
2022-03-23,157.55955785253985,158.74945563284322,156.66190719911796,156.93231151234426,157.82782091448937,3704426
2022-03-24,158.47243552149084,159.05398101766502,158.4477429355382,158.42355260425037,158.99034777729648,3055723
2022-03-25,162.33426339584005,162.39295209448414,160.5643360527549,161.96976346575147,161.4414380315412,3248988
2022-03-28,160.41983094439027,162.20529290205857,160.5193656984602,160.83924378493867,160.98308955585063,1108940
2022-03-29,163.6510293937339,163.28609516660964,160.53395471164185,161.9079804109755,161.111771602523,4100683
2022-03-30,160.79589523328116,160.16962386534505,158.91479247392456,159.876105373906,159.39910165451093,1824926
2022-03-31,157.1167780153398,158.13071769999013,157.1520642234161,155.22977570824997,157.50668840634958,2314093
2022-04-01,160.78136312997108,162.20311241082678,157.7849676166666,159.87923784797522,159.631740051138,3764673
2022-04-04,163.3694318209706,162.99322547517997,162.27755069576955,165.09467487609592,162.84422010827964,4767548
2022-04-05,163.4336656615992,164.01276046148203,162.03671440708771,164.5254689161573,163.20019986511898,3976242
2022-04-06,166.50991791651043,167.5879574301775,164.77793346680073,166.12927882160997,165.707265660903,1385777
2022-04-07,166.98460858525877,167.0737531634958,166.1502360571414,165.87114558052835,166.9305377109983,2673250
2022-04-08,166.3806493578655,167.11859118390427,165.5001083780809,166.61785191791367,166.14029820178803,3648790
2022-04-11,168.18644192908383,168.22505449786502,166.96032112081178,168.10283935268313,167.36308941280487,4763024
2022-04-12,172.9916152874823,171.56256198465314,170.2492992959405,170.6854158649092,170.9391625457368,2929305
2022-04-13,171.61870543973657,171.38051097401203,170.2042899274265,171.68425252632133,171.3675104675169,3646791
2022-04-14,174.54300111417277,175.05836639977036,172.43273982984456,176.50646023754095,174.9967977791449,3710108
2022-04-15,168.22807671587142,171.9505737456752,169.04155419679816,169.4000331512237,170.25730757096542,1638873
2022-04-18,174.3624160516795,173.301645464903,172.2468652659818,171.34281297475673,172.40111257971586,4483225
2022-04-19,172.81196500362026,173.30615067258037,172.91655122032364,173.76790604218644,173.0752067161922,4353597
2022-04-20,173.51200130534173,173.69316782218667,171.79055049789542,173.43473465145854,172.97719201526047,1065953
2022-04-21,175.56662080525848,174.34955181536426,173.29050414551824,174.6895518637443,173.6607135683315,4989618
2022-04-22,170.41317806006018,170.65235828939456,170.16226813824383,170.75536955103345,170.1855757391297,3597480
2022-04-25,170.05156170157719,171.61360221817668,169.5962587515912,169.6784769002805,170.24623196345468,4952518
2022-04-26,172.8801300840219,172.41871093263074,170.52323348494332,171.8926497579436,171.46045710647817,1003267
2022-04-27,175.37698226352512,175.14350660509578,174.75461945049875,173.77411865266504,174.9162451959612,3179897
2022-04-28,174.9658103641373,175.12768519347583,173.03843008839561,174.1293860476809,174.3797047594139,2924596
2022-04-29,171.73955668315574,174.26781971592717,171.83659202095822,173.76551678459393,173.2627175536275,3922097
2022-05-02,173.96511867370103,173.2666407523664,172.153038375847,172.39868924973456,172.75920346645844,1157164
2022-05-03,175.46559576985425,175.41933870018238,173.60323691916224,177.55805988409242,175.0900077018626,1535626
2022-05-04,174.87592054145884,176.34433595857539,175.9310838481329,174.3553256723583,176.24750992118197,3228636
2022-05-05,176.17308362526117,176.16352005781224,175.24333432798093,175.14049915664907,175.6879895136479,1531831
2022-05-06,175.15199870596285,178.2302113249381,176.2191690159506,176.2767445460047,177.2145243798746,3989475
2022-05-09,180.2506546810837,178.535990020248,177.0179413947958,177.20833067111275,177.9086794785707,4206420
2022-05-10,179.24411465965468,181.59762093103626,178.62817583587483,179.70297123615558,180.34596945963645,4365884
2022-05-11,181.05365603760018,179.80883647076212,179.14540433788318,178.11544258502275,179.44186327188174,4369720
2022-05-12,178.47358343056757,179.75893562152558,179.2456810450902,180.03924112725886,179.28653897868622,1516771
2022-05-13,179.56254838339262,179.1687378211848,178.883324696691,178.4552273750348,179.0023226724219,3928009
2022-05-16,175.66316451954816,177.55127258444932,175.39739613317707,176.73886611174632,176.57529277615765,3660196
2022-05-17,178.66464855218464,177.68742305977761,176.7305113258869,177.23270756837658,177.66753333028683,3640328
2022-05-18,178.45432513273934,179.0232874060972,177.07084184962602,177.9987634623604,178.6896438746466,1691095
2022-05-19,179.66765033413924,179.26416347504204,177.98471577905977,180.87215002401837,179.19987078793153,1833727
2022-05-20,179.2457609027602,180.5734030796875,178.48861193265742,180.1536287033906,179.23069652118122,4132130
2022-05-23,175.53429025059674,178.60138428060657,175.9601069335507,175.03175463712523,176.8999550370804,2162928
2022-05-24,177.0627712512402,176.6463638744114,175.7126508468784,174.5845269432138,176.55866439154968,1869474
2022-05-25,175.8699978728304,177.16753793365967,176.04987914620995,177.41584419413263,176.37323535849615,3183151
2022-05-26,176.31399361306052,176.88944884352017,175.22107726823856,174.74882742850414,175.2686808200529,4163683
2022-05-27,175.2102495885702,176.0634992064412,173.9736010186799,173.79702706278667,175.44610939672089,4970001
2022-05-30,176.67744720132163,177.95438110675155,176.66451548354243,177.7999462428903,176.75421111034996,1070640
2022-05-31,182.70950937714395,182.0710776591709,179.8431686632318,181.1957069628701,181.026582912771,1196582
2022-06-01,184.25737533294264,182.09813325832252,181.21503129017756,182.127309623267,181.8757385384347,3000991
2022-06-02,183.6768732755923,183.18814629873006,181.867698115193,183.70037859188614,182.89083931988023,4889814
2022-06-03,182.9548073909245,183.86474731981178,183.1503617496541,181.93197033006547,183.24194748834788,1400573
2022-06-06,179.52974372939366,180.8545835372784,178.5190331920801,178.27290423636566,179.9044050577498,2474271
2022-06-07,179.5327003215328,180.8909497132515,179.24405779350505,181.93233160175456,180.35137730685136,1061476
2022-06-08,180.34659954317988,182.31858370537444,180.05253485702568,179.53467096599115,180.97183772673344,2355531
2022-06-09,186.1247122082,186.52511511138445,185.8457978664456,185.17608415462843,186.398321951704,2215856
2022-06-10,188.47785298913666,187.27323940262,186.41183594915412,185.491164642596,186.51360002214176,1675510
2022-06-13,187.41947303595543,187.62004557646796,187.34266289256104,189.6966406304995,187.61669470680897,4741196
2022-06-14,186.8212181632004,188.1162518277443,187.8367031897699,188.54065446781001,188.0472711673985,3795798
2022-06-15,186.25158035928482,188.78813052182193,185.32961884290617,187.1753230665948,186.20991509215943,3734296
2022-06-16,189.17368914695052,189.55692758028513,187.51970744070218,189.1917282667682,188.99556072118946,3511720
2022-06-17,191.03506224641347,191.31363051951348,189.47574258712243,190.39753957536178,190.99942678656302,4331869
2022-06-20,193.8811819032343,193.5057062458609,192.7095307798906,193.71278196390926,193.0814906806491,1898320
2022-06-21,191.83172128241864,192.40892513288262,191.5907840806951,190.20609980026282,191.76271577105962,1634736
2022-06-22,195.83703188507914,195.9796805887364,194.92205638511297,193.97302094083534,195.06830439293182,2587261
2022-06-23,191.98425891328955,193.6811480921227,192.24248191009218,193.49757744660874,192.76460226734727,3007635
2022-06-24,196.219045893093,195.1499391054186,193.9202495111027,193.08106122412102,194.4383164549478,2226607
2022-06-27,199.57170749491132,200.65197217735601,198.01124106942763,199.13014623740588,199.31922770656774,4065173
2022-06-28,198.23837402671342,200.59891699203257,195.72239933438973,197.694642711951,197.8381550563064,4264908
2022-06-29,196.42104770328754,197.4212451240021,197.00030496748676,196.67689759376367,197.20555959710083,1066234
2022-06-30,198.37668931854253,198.22812761657218,195.74897741845166,195.95374385242727,197.90486232727613,2612818
2022-07-01,198.04897607571402,198.54097692193366,196.22567177228535,196.76898212785505,197.39791101904373,3275504
2022-07-04,193.62681572308637,195.2152889977179,194.69576116672624,193.97161577997898,194.79658415691145,4225187
2022-07-05,193.77461851813584,196.88863791484917,193.9351452676584,195.59514996981122,195.4337101065235,1409995
2022-07-06,194.10276870268078,194.18069650955783,192.12345437765214,193.9195932177708,193.80910267907132,3292156
2022-07-07,194.76751771688615,195.3746854408879,194.7959920961478,195.63424900027854,195.25628754034167,1466152
2022-07-08,194.1773605410098,194.14244497524444,192.18522381938843,193.24145279889967,193.91743907187407,2990546
2022-07-11,196.22627181101103,198.72490005233942,196.44222506087317,198.04008583237504,197.51730788190915,3003019
2022-07-12,194.890295382854,196.68128851184017,194.08224216925748,194.89479456446298,196.45080129723667,2773832
2022-07-13,196.5133677278264,196.73898699601608,195.8826396828258,194.48477353217297,196.3066782648253,4204891
2022-07-14,198.08392893860778,198.97471457216827,198.08028595582863,196.098139975398,198.43371269956464,4621581
2022-07-15,194.36128454554657,196.60492025191942,194.4453219369534,195.97268682712473,196.47198406669673,1051934
2022-07-18,198.77000275401272,197.94677616225496,196.85571001533702,196.67360571156644,197.426903935905,2768831
2022-07-19,199.23353237628612,200.65951286715085,200.16593818885116,201.33050505632445,200.54118944446986,1425523
2022-07-20,200.39954792745783,197.87603160717399,197.26322930381173,197.17756038829853,197.8262229753474,1840530
2022-07-21,198.07147396352343,199.81460562043873,198.61363996092396,198.9688670403563,198.69549069241202,4599865
2022-07-22,200.11681684903488,200.01301653182728,198.40403527073377,200.52855285749195,199.71525628090887,1005486
2022-07-25,203.42585103485067,203.49844303117573,200.5804570716318,201.09258294881437,201.7789020244635,2187983
2022-07-26,201.28443453053615,200.08855867331823,199.315301128179,200.1030528128145,199.8050006027073,1873332
2022-07-27,199.65022378276564,197.9447033927036,194.5700383609178,198.66601492549395,197.66408737653876,4796036
2022-07-28,197.68489426889224,199.58255561722356,199.03236920706155,197.969807732967,199.2079705077726,2039458
2022-07-29,199.1660743567317,201.35076818832061,199.54232101319064,200.3267921924836,200.30193985423895,4772811
2022-08-01,201.52892282902474,203.42228292296934,200.89061243619585,200.6208911717314,201.3029255549307,3317336
2022-08-02,203.33556941182238,202.84668728089818,201.08386099738038,201.32133209143151,202.49582197392465,3763642
2022-08-03,201.62454508738804,202.68168519962475,201.15350064006472,200.09932079027743,201.63577253076767,4495380
2022-08-04,200.9622858893763,204.38083660830014,202.18038022531056,201.40963135291096,202.60027992508967,2809891
2022-08-05,204.18300303065186,204.45440814138163,202.55517208128933,203.74645387743905,203.68642487168705,4788340
2022-08-08,202.56347064740027,204.35896026277632,202.48297454045988,201.14687758007256,202.7577220356343,3419862
2022-08-09,206.78303209896794,207.78622249369838,205.60482894623817,206.43854403383517,206.98927105792382,1197775
2022-08-10,206.15898648193684,208.51270772696884,207.67948115043035,209.25013130660028,208.4369368997474,3386488
2022-08-11,207.3518141098204,206.8621155220219,206.52573312862376,207.00334086876103,206.5543299053421,1787494
2022-08-12,208.5126411828952,209.02633554458595,206.78720453525892,207.83692949967158,208.36743712260974,2656940
2022-08-15,208.71323833879404,207.58181099604312,205.96578032111788,208.60776419551382,206.9180737821551,2138356
2022-08-16,208.91773534310883,210.00238445006863,206.0460301629768,210.88527940355166,208.99224298964,2201193
2022-08-17,212.37577427817385,212.67804133692044,211.39997890267662,211.83555657919456,211.80943414765483,3643129
2022-08-18,211.49988768705666,210.7128363780463,210.59145340549293,208.19952659506708,210.6680695109514,4943334
2022-08-19,211.34866021077886,214.37935480337393,211.52611275842912,213.9812699664563,213.09482176944005,4496333
2022-08-22,217.0370835699146,215.109419826528,212.87684581147792,212.12640728327943,214.42038362331303,4009758
2022-08-23,216.1337115553794,217.4022013817025,215.24756038006944,218.04065005402208,216.56450394330201,1889465
2022-08-24,221.3526565107524,222.22607521605232,220.41878715092844,221.9416748093522,220.8580899086099,1533636
2022-08-25,221.50789568355333,222.22215884897741,219.9791029211569,222.6415261807422,220.86731367660417,4038370
2022-08-26,219.0450572198989,220.88848397819226,218.49680168933807,220.12010690625692,219.8598413478892,1038102
2022-08-29,220.42779282008576,218.7257499034193,217.90832301550785,218.2194267214563,218.58081248863814,1074460
2022-08-30,217.7151471880617,217.83167493616537,215.1643723463817,216.99909078501705,217.44919191870727,2413354
2022-08-31,217.58151586297174,217.89846626519227,217.30544905618757,217.2487283288482,217.79498849987908,4235658
2022-09-01,219.1158004119008,219.51169913553574,218.3547361161698,219.95836110318706,218.97729244951236,4676817
2022-09-02,220.79492624678142,221.98316092118307,219.55437340720357,220.74294553767825,220.0306740481724,4773166
2022-09-05,222.19583871105417,222.46453961204452,220.79672784481065,222.30526617967868,222.18504054624447,2776203
2022-09-06,223.5929742403835,223.0685705738375,221.051096727275,221.9888630220733,222.71104433000028,3276360
2022-09-07,224.43324034534717,226.7053819020811,224.84246800168913,228.74732511561518,226.1181124843149,4300425
2022-09-08,225.3408288280125,226.28157860507758,225.85815790757462,227.00117343180185,226.08879881783898,1213945
2022-09-09,229.89033683620892,232.18317386698496,229.70445787853177,230.43142523124482,232.02913715101823,1231915
2022-09-12,235.7774800033912,235.13732862076714,233.07677435451563,233.2642158306111,233.78047184654824,3825104
2022-09-13,234.5501488614006,232.92559400774059,232.42411820694127,233.4979328311244,232.56615673371567,3305276
2022-09-14,231.55098780512643,232.2810051197769,230.03050408808863,230.12483281636077,230.92437173759345,3534629
2022-09-15,231.3766984971668,235.1018070599278,232.24981109259326,232.7408645269057,232.38931656807983,1525830
2022-09-16,234.83226926964642,233.79024677875714,230.83232352873472,233.39318729776426,232.4423909974281,2332397
2022-09-19,233.76597750748059,235.6677981004749,232.72461545609696,230.9819639029559,234.3703919856123,4323532
2022-09-20,235.60366010785424,236.7191219081486,234.00517517864037,235.70882953497014,235.8168672347594,4851431
2022-09-21,236.33074281517634,238.18312741264938,235.2864829876915,236.10241856301076,236.17120940944562,3136233
2022-09-22,235.4291379153278,235.99650896853132,234.70940516503114,234.56554951762504,234.97762197330883,1718216
2022-09-23,233.09173012564142,232.49804669961236,231.73431096819633,232.74962265888314,232.4479275239371,3452401
2022-09-26,232.7388592572775,234.58423505972772,231.18094727431162,232.71241722729894,232.05489761980306,2268506
2022-09-27,234.12317112309609,235.5658729162847,232.64147749386126,234.4097461527746,234.26769520845,1805497
2022-09-28,235.86398364846713,236.64005577525938,233.47911721639602,234.82205530266097,235.1958826967104,1517313
2022-09-29,233.01519747979077,235.10891721115163,231.6667935792124,233.8370264390707,233.20440513928645,2263108
2022-09-30,234.630070427861,234.2261880662889,232.6444823624055,234.09982040026316,234.0507669909888,3709532
2022-10-03,235.81869352827727,236.70999287189068,234.76877375554028,235.090701337251,235.32140175044648,4665060
2022-10-04,234.81653416884237,235.2838481915014,233.62054210881232,232.74140749270532,234.05368687804423,4462565
2022-10-05,235.49910378895623,235.6971981410948,234.56162795176306,233.29848230466916,234.86113708993526,2337682
2022-10-06,235.03512215191594,238.12480740672476,233.55887976979542,234.14632473411316,235.47755452682725,2076871
2022-10-07,234.15032410272502,234.42115669780182,233.03384117061032,233.96994299238622,233.69161393116602,2062383
2022-10-10,235.56058838977748,235.12529255023654,232.95615435384258,234.82810990425622,234.90718865186258,4581292
2022-10-11,235.23763331565036,237.52461523331755,235.93877911418463,235.04847360639158,236.52875770459906,3254656
2022-10-12,238.9208158337186,239.45102164938345,239.0313928542474,239.84077801674343,239.1948601909496,3049365
2022-10-13,242.41057818623776,241.8223459053083,240.65728687098405,243.17677380819853,241.80246429501943,2286643
2022-10-14,241.25641805383486,240.18802940851447,238.9593625738215,238.94863194238891,239.54712555910524,2533584
2022-10-17,238.99637566540372,238.34338885034674,238.05632368025042,236.4304936219066,238.171475479275,3006342
2022-10-18,241.4739240006699,239.72582329358426,238.95952627213532,238.9924196287904,239.7015460136923,3789592
2022-10-19,240.83074452533978,241.7843419146455,239.9244625197093,242.08357854231141,241.22911791551672,1394540
2022-10-20,243.00940378037646,244.36462227931338,241.35466991411795,243.3077431466636,242.75921328812882,2926275
2022-10-21,251.77041156896436,251.53252974320952,249.35913286279717,250.04224358342677,250.96467626943826,3615075
2022-10-24,250.28010557732483,253.4124876104952,252.10264159523504,254.12762942858936,252.6064572908246,2215557
2022-10-25,256.88839178930033,255.57838043722654,253.22370932647425,256.7258686371122,255.3775885711858,1744699
2022-10-26,255.92468221731752,258.0725660566261,257.0783804151598,257.0525860348955,257.7855920981722,3117022
2022-10-27,260.5853146690622,261.67359224434927,258.61807571352375,258.84508459781887,259.5883746007838,1952082
2022-10-28,260.14466790204574,261.31918501517987,258.36305239986314,258.8650081741236,259.45783611150307,4348924
2022-10-31,259.1361815499747,261.77551312909884,261.3145660839197,260.9684417771011,261.4757745524896,1248683
2022-11-01,258.1410628664815,260.88468760571413,258.8461205178508,261.38066213134294,260.4301241234145,4380405
2022-11-02,261.888968827387,261.20052518058367,258.1486952149384,260.8818159704111,260.4564869099345,1026790
2022-11-03,261.2004818739628,261.57707431015217,259.6641366782303,260.86283858362685,259.98575981427626,2691738
2022-11-04,259.7686444485606,261.2861395774617,260.198503062919,261.3230732362356,260.6495080930489,3908873
2022-11-07,264.8969463313519,266.0238948447123,265.62964796605104,267.49335229458967,265.77882522639595,1448345
2022-11-08,263.05689981358864,263.4274520863089,262.0666146953182,261.4849092974033,262.54429484121243,1749074
2022-11-09,264.40407107147314,265.06536707802087,263.7929450259514,264.79717375234543,264.4168152219615,4633190
2022-11-10,262.7457786954313,262.49324081162234,261.15464493934064,259.51756222334745,261.69138347958216,4685501
2022-11-11,261.7271006724364,261.5215255330889,259.5317637399971,259.9305641739064,261.2475197480033,2879490
2022-11-14,265.50845173589454,263.9757274646933,263.1535389469026,263.85056755600317,263.925420941938,4231916
2022-11-15,265.52405875804266,264.7974767189368,264.0730348528708,264.9721875928835,264.5539809801289,3626188
2022-11-16,263.6192644734109,263.82658920088653,260.44336639854805,262.7966756822408,262.89849142427033,4887857
2022-11-17,261.61575928544676,262.06498357315377,260.42341951214394,261.40069158693774,261.9678840057504,4810523
2022-11-18,263.4017582694579,263.88139839007397,263.3236504210179,263.4376616261267,263.82707950361976,1790141
2022-11-21,262.81458725548015,264.0045169803233,260.74479029879666,264.2357872166096,262.86634624018546,3745401
2022-11-22,265.64020648928664,264.13085004361255,263.50626989189743,263.41523124146926,263.7992634193494,4176083
2022-11-23,263.9841323697673,265.00854769443777,263.3248433742921,266.1396487212006,264.3904070991571,3808283
2022-11-24,263.8477353910194,264.09091088461855,263.4954006293647,264.3812234774865,263.5872064039454,3548167
2022-11-25,266.1302916748888,268.7909619240079,268.3112382812619,268.8326319287443,268.3750945825961,2454908
2022-11-28,270.81874135727617,270.2469823840317,270.0223426933414,268.9493357169111,270.1429326272321,3253694
2022-11-29,268.84984573501004,267.1079203069036,266.1982256068383,267.5278856153165,266.59264745391687,4319144
2022-11-30,266.5319179741928,268.6597380460068,267.038270457848,266.97178550570726,267.46555608345574,1305062
2022-12-01,269.8164252910457,266.7385284174577,265.9211927349825,265.44754339591327,266.64198315391894,4984384
2022-12-02,269.0290904281681,270.346686734835,268.36295750626954,269.3596934365908,268.84684982351143,2612162
2022-12-05,265.18887710526167,268.39325464018,266.9566156718651,266.3738622860795,267.76180834664603,2550284
2022-12-06,267.64679722374433,270.48617763785796,266.8133629411761,267.27009400158266,268.03233546371223,1866651
2022-12-07,270.8727485849422,269.6509788527405,269.49068154938084,269.5321941102042,269.54231002167313,2110205
2022-12-08,273.7731376162632,273.482588049193,271.5772383365257,273.99224183412815,271.7738204100134,4473912
2022-12-09,270.5913261441535,270.0428804853727,269.6894564612788,269.18631184010934,269.8732275959018,4638462
2022-12-12,271.2718195450989,269.70723772740376,269.53745550462344,269.2460086049194,269.70422512421993,1755195
2022-12-13,268.07654896040566,269.3414433452604,268.8522996915528,269.9866795563197,269.25433450189803,3387312
2022-12-14,267.76741444955667,269.3930859367277,268.168645611288,267.2093803483745,268.4476760367506,4693976
2022-12-15,270.799125235311,273.85685930364855,271.8605558063292,272.92139089833375,272.4785845173128,2868599
2022-12-16,273.1834848632428,274.4721336844358,273.64751128341214,274.9944747468513,273.7885479392347,1213920
2022-12-19,272.5286990170003,271.8998381152357,271.2608401940309,271.45968514585354,271.76678003056463,4388532
2022-12-20,274.31515968705713,275.2281827090438,273.1121505136366,275.128658206071,274.1025039246741,2425541
2022-12-21,279.7146653553626,280.3406459599137,276.9958759608042,279.13826624191125,278.84681631869944,2509433
2022-12-22,280.475232822305,282.1278029605357,280.46828299793634,280.68106487599795,281.4117468398017,2871403
2022-12-23,277.9974818810818,279.47763468649543,278.5305791426724,278.67520222199715,278.8730069078937,2553068
2022-12-26,278.60914897168607,278.4354894100931,277.2929134344224,278.0247814221809,278.40453876216117,1653983
2022-12-27,280.8357132552291,281.94509572302127,280.6358901782147,281.35072280271794,281.4383610605344,2464492
2022-12-28,281.824871297457,280.72373507763416,280.1247012232729,280.6757400285167,280.52302212929686,1821052
2022-12-29,281.2832421012118,282.81669678009155,281.6486945492707,282.4988609205611,281.9106609855893,2807150
2022-12-30,283.4645398495167,284.9347793771441,283.4522493099823,284.4685973420351,283.95992909244796,3225300
